cnpj;nome_fantasia;cnae_fiscal_principal;descricao_cnae;segmento_varejo;exposicao_ecommerce;bairro;bairro_normalizado;eh_centro;data_inicio_atividade;situacao_cadastral;descricao_situacao_cadastral;baixada;data_fechamento;ano_fechamento;mes_fechamento;periodo_fechamento;fechou_desde_2000
56554793000145;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;VILA REZENDE;VILA REZENDE;False;1986-10-20;08;BAIXADA;True;1989-08-31;1989;8;Antes de 2000;False
01245873000127;;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;CIDADE ALTA;CIDADE ALTA;False;1996-06-04;02;ATIVA;False;;;;;False
04628068000170;PADARIA KERO MAIS;4721102;Padaria e confeitaria com predominância de revenda;Varejo alimentar;Baixa/Não direta;PARQUE PIRACICABA;PARQUE PIRACICABA;False;2001-08-24;08;BAIXADA;True;2021-02-25;2021;2;2020-2021;True
06314528000111;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;PAULISTA;PAULISTA;False;2004-03-18;08;BAIXADA;True;2011-11-18;2011;11;2010-2015;True
57407744000142;MACROAR;4774100;Comércio varejista de artigos de óptica;Óptica;Média;PAULICEIA;PAULICEIA;False;1987-05-11;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
01344940000160;SHARALOON MISTIC;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;CENTRO;CENTRO;True;1996-07-25;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
58012824000161;;4759801;Comércio varejista de artigos de tapeçaria, cortinas e persianas;Casa e decoração;Alta;PAULICEIA;PAULICEIA;False;1987-09-28;02;ATIVA;False;;;;;False
38839684000192;CASA DE CARNES FRANGAO;4774100;Comércio varejista de artigos de óptica;Óptica;Média;JD SAO PAULO;JD SAO PAULO;False;1990-06-04;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
06925334000152;ASTAL;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;DOIS CORREGOS;DOIS CORREGOS;False;2004-08-09;08;BAIXADA;True;2022-08-22;2022;8;2022-2026;True
58280900000110;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;CIDADE ALTA;CIDADE ALTA;False;1987-11-16;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
58461526000159;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;VILA REZENDE;VILA REZENDE;False;1987-12-30;08;BAIXADA;True;1991-05-31;1991;5;Antes de 2000;False
58604257000132;;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;Varejo alimentar;Média;VILA REZENDE;VILA REZENDE;False;1988-02-22;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
58638313000150;CHICO PASTEIS;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;MORUMBI;MORUMBI;False;1988-02-29;08;BAIXADA;True;2012-11-14;2012;11;2010-2015;True
06984362000140;DROGARIA TERMINAL;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;Farmacêutico;Média;SANTA TEREZINHA;SANTA TEREZINHA;False;2004-09-08;04;INAPTA;False;;;;;False
04820108000181;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;CIDADE ALTA;CIDADE ALTA;False;2001-12-18;04;INAPTA;False;;;;;False
04836576000144;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;PARQUE 1 DE MAIO;PARQUE 1 DE MAIO;False;2001-12-14;08;BAIXADA;True;2010-01-12;2010;1;2010-2015;True
03066349000114;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;CENTRO;CENTRO;True;1998-03-09;08;BAIXADA;True;2013-04-16;2013;4;2010-2015;True
58967589000181;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;JARDIM BRASIL;JARDIM BRASIL;False;1988-06-06;08;BAIXADA;True;2021-09-08;2021;9;2020-2021;True
59149666000159;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;ALTO;ALTO;False;1988-08-10;08;BAIXADA;True;1997-10-31;1997;10;Antes de 2000;False
07039552000152;;4784900;Comércio varejista de gás liqüefeito de petróleo (GLP);Combustíveis;Baixa/Não direta;LOT IPANEMA;LOT IPANEMA;False;2004-10-08;08;BAIXADA;True;2013-11-13;2013;11;2010-2015;True
59157370000180;;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;JD SAO CARLOS;JD SAO CARLOS;False;1988-08-01;04;INAPTA;False;;;;;False
59630814000152;;4744001;Comércio varejista de ferragens e ferramentas;Casa e construção;Média;NOVA AMERICA;NOVA AMERICA;False;1988-10-27;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
01510562000148;LUNATICA;4789001;Comércio varejista de suvenires, bijuterias e artesanatos;Outros varejos;Média;CENTRO;CENTRO;True;1996-10-22;08;BAIXADA;True;2001-05-03;2001;5;2000-2009;True
59881698000144;;4729601;Tabacaria;Varejo alimentar;Média;SANTA TEREZINHA;SANTA TEREZINHA;False;1988-12-22;08;BAIXADA;True;1991-03-31;1991;3;Antes de 2000;False
03163886000182;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;NOVA AMERICA;NOVA AMERICA;False;1999-05-17;08;BAIXADA;True;2011-11-10;2011;11;2010-2015;True
60063963000166;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;ZONA RURAL;ZONA RURAL;False;1989-02-27;04;INAPTA;False;;;;;False
07159176000130;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;ALTO;ALTO;False;2004-12-16;08;BAIXADA;True;2012-05-21;2012;5;2010-2015;True
60322815000119;VELHOS TEMPOS ANTIQUARIOS;4754701;Comércio varejista de móveis;Casa e decoração;Alta;CENTRO;CENTRO;True;1989-03-31;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
60586666000103;;4729601;Tabacaria;Varejo alimentar;Média;PAULICEIA;PAULICEIA;False;1989-05-23;08;BAIXADA;True;1990-03-31;1990;3;Antes de 2000;False
60982477000141;MARABU ALIMENTOS;4729601;Tabacaria;Varejo alimentar;Média;JD DAS FLORES;JD DAS FLORES;False;1989-07-21;08;BAIXADA;True;1989-12-31;1989;12;Antes de 2000;False
07228916000142;EMPORIO DA VILA;4721103;Comércio varejista de laticínios e frios;Varejo alimentar;Baixa/Não direta;VILA REZENDE;VILA REZENDE;False;2005-02-04;08;BAIXADA;True;2014-08-08;2014;8;2010-2015;True
03276893000190;EMPORIO MARINHO;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;JARDIM ABAETE;JARDIM ABAETE;False;1999-07-12;04;INAPTA;False;;;;;False
01630737000150;DEPOSITO DE FARINHA SANTA CLARA;4729601;Tabacaria;Varejo alimentar;Média;JD SANTA HELENA;JD SANTA HELENA;False;1997-01-14;08;BAIXADA;True;1998-04-15;1998;4;Antes de 2000;False
01634850000104;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;VILA REZENDE;VILA REZENDE;False;1997-01-14;04;INAPTA;False;;;;;False
61276796000102;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;VILA REZENDE;VILA REZENDE;False;1989-08-24;08;BAIXADA;True;1990-12-10;1990;12;Antes de 2000;False
07250591000102;MALHAS TROPICAL;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;2005-03-01;04;INAPTA;False;;;;;False
43059492000101;LOTERICA PAULISTA;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;ALTO;ALTO;False;1980-02-12;03;SUSPENSA;False;;;;;False
43173756000145;AUTO POSTO BI-CENTENARIO;4731800;Comércio varejista de combustíveis para veículos automotores;Combustíveis;Baixa/Não direta;CENTRO;CENTRO;True;1980-03-20;08;BAIXADA;True;2008-04-10;2008;4;2000-2009;True
61808325000190;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;JARDIM ELITE;JARDIM ELITE;False;1989-11-06;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
43617372000174;;4754701;Comércio varejista de móveis;Casa e decoração;Alta;PAULICEIA;PAULICEIA;False;1980-05-28;08;BAIXADA;True;1990-05-20;1990;5;Antes de 2000;False
61939492000170;;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Eletroeletrônicos;Alta;VILA REZENDE;VILA REZENDE;False;1989-11-22;08;BAIXADA;True;2015-10-14;2015;10;2010-2015;True
62132857000112;MOVEIS BRASIL;4754701;Comércio varejista de móveis;Casa e decoração;Alta;PAULISTA;PAULISTA;False;1990-01-08;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
44347763000189;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;SANTA TEREZINHA;SANTA TEREZINHA;False;1980-08-18;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
62361233000177;;4744001;Comércio varejista de ferragens e ferramentas;Casa e construção;Média;VERDE;VERDE;False;1990-03-01;08;BAIXADA;True;1991-08-10;1991;8;Antes de 2000;False
44813723000185;;4713002;Lojas de variedades, exceto lojas de departamentos ou magazines;Varejo não especializado;Alta;PAULISTA;PAULISTA;False;1973-05-25;08;BAIXADA;True;2009-02-11;2009;2;2000-2009;True
62688346000181;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;PQE RES PIRACICABA;PQE RES PIRACICABA;False;1990-04-20;08;BAIXADA;True;1995-12-31;1995;12;Antes de 2000;False
62880885000118;;4755501;Comércio varejista de tecidos;Casa e decoração;Alta;NOVA AMERICA;NOVA AMERICA;False;1990-05-15;08;BAIXADA;True;1990-08-31;1990;8;Antes de 2000;False
07395010000112;PAPELARIA BOM JESUS DO MONTE;4761003;Comércio varejista de artigos de papelaria;Cultura e papelaria;Alta;ALTO;ALTO;False;2005-03-21;03;SUSPENSA;False;;;;;False
45536778000158;;4724500;Comércio varejista de hortifrutigranjeiros;Varejo alimentar;Baixa/Não direta;TAQUARAL;TAQUARAL;False;1981-03-05;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
46341624000173;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;INDEPENDENCIA;INDEPENDENCIA;False;1975-01-31;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
63977219000165;;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;JD ALGODOAL;JD ALGODOAL;False;1990-07-30;08;BAIXADA;True;1993-07-31;1993;7;Antes de 2000;False
46638318000101;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;CENTRO;CENTRO;True;1975-10-07;08;BAIXADA;True;1993-03-31;1993;3;Antes de 2000;False
47625462000168;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;VILA PRUDENTE;VILA PRUDENTE;False;1981-11-20;08;BAIXADA;True;2015-02-09;2015;2;2010-2015;True
64799182000195;;4772500;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Beleza e cuidados pessoais;Alta;VILA INDEPENDENCIA;VILA INDEPENDENCIA;False;1990-10-29;08;BAIXADA;True;2026-01-05;2026;1;2022-2026;True
48194336000169;ELETRONICA MANESCO;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Eletroeletrônicos;Alta;CENTRO;CENTRO;True;1976-11-30;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
48659643000178;DILMA GRIGOLATO WOLF COMERCIO VAREJISTA DE AVES E OVOS;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;CENTRO;CENTRO;True;1977-06-07;08;BAIXADA;True;2008-02-26;2008;2;2000-2009;True
49096092000144;BAZAR NAPPI;4755502;Comercio varejista de artigos de armarinho;Casa e decoração;Alta;SAO DIMAS;SAO DIMAS;False;1982-02-28;02;ATIVA;False;;;;;False
66095035000160;OPCAO;4761001;Comércio varejista de livros;Cultura e papelaria;Alta;CENTRO;CENTRO;True;1991-06-18;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
49396310000166;BAR E MERCEARIA SAO MANOEL;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;JD CAMARGO;JD CAMARGO;False;1978-01-24;08;BAIXADA;True;2005-10-03;2005;10;2000-2009;True
49456080000183;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;CENTRO;CENTRO;True;1982-03-31;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
49629611000192;QUITANDA DA SILVA;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;Varejo alimentar;Média;CIDADE ALTA;CIDADE ALTA;False;1978-08-03;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
49631682000120;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;1978-11-01;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
66555814000109;SINTONIA II;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;1991-07-10;08;BAIXADA;True;1998-09-30;1998;9;Antes de 2000;False
66576745000101;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;CENTRO;CENTRO;True;1991-07-18;08;BAIXADA;True;1995-08-01;1995;8;Antes de 2000;False
67011809000190;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;1991-10-15;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
67276964000138;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM ELITE;JARDIM ELITE;False;1991-11-22;08;BAIXADA;True;2007-04-19;2007;4;2000-2009;True
50853886000194;PADARIA ALVORADA;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;Varejo alimentar;Média;PAULISTA;PAULISTA;False;1979-04-08;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
50854223000194;BAZAR LOURDES;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CIDADE ALTA;CIDADE ALTA;False;1979-05-08;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
50855360000143;BANCA DO LUIZ;4774100;Comércio varejista de artigos de óptica;Óptica;Média;PAULISTA;PAULISTA;False;1979-06-28;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
51058535000154;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;ALTO;ALTO;False;1979-08-15;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
67716928000148;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;PARQUE TAQUARAL;PARQUE TAQUARAL;False;1992-03-24;08;BAIXADA;True;2007-04-16;2007;4;2000-2009;True
51328334000120;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;SAO DIMAS;SAO DIMAS;False;1979-12-13;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
67967711000100;;4761001;Comércio varejista de livros;Cultura e papelaria;Alta;CENTRO;CENTRO;True;1992-06-02;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
51382398000109;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;SAO JUDAS TADEU;SAO JUDAS TADEU;False;1982-09-21;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
51775948000150;BAR E MERCEARIA SANTO ANTONIO DO TAQUARAL;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;Varejo alimentar;Média;PARQUE CECAP;PARQUE CECAP;False;1982-10-15;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
52723996000167;CASA DE CARNES ELITE;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;NOVA AMERICA;NOVA AMERICA;False;1983-07-14;02;ATIVA;False;;;;;False
69329928000110;;4789007;Comércio varejista de equipamentos para escritório;Outros varejos;Média;INDEPENDENCIA;INDEPENDENCIA;False;1993-01-14;08;BAIXADA;True;1998-08-31;1998;8;Antes de 2000;False
53073862000100;;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;Varejo alimentar;Média;NOVA AMERICA;NOVA AMERICA;False;1983-11-28;08;BAIXADA;True;2015-02-09;2015;2;2010-2015;True
53123113000140;;4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;Varejo alimentar;Média;SALTINHO;SALTINHO;False;1983-12-19;08;BAIXADA;True;1984-05-02;1984;5;Antes de 2000;False
53200432000102;;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;ALTO;ALTO;False;1984-01-30;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
53649612000176;;4784900;Comércio varejista de gás liqüefeito de petróleo (GLP);Combustíveis;Baixa/Não direta;PAULISTA;PAULISTA;False;1984-07-24;08;BAIXADA;True;1985-09-30;1985;9;Antes de 2000;False
71627673000114;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;PQ AGUA BRANCA;PQ AGUA BRANCA;False;1993-05-26;08;BAIXADA;True;2007-08-16;2007;8;2000-2009;True
54018312000151;JONATAS COMUNICACAO VISUAL;4761003;Comércio varejista de artigos de papelaria;Cultura e papelaria;Alta;AREIAO;AREIAO;False;1986-09-01;02;ATIVA;False;;;;;False
54044334000196;;4789002;Comércio varejista de plantas e flores naturais;Outros varejos;Média;ALTO;ALTO;False;1984-12-20;04;INAPTA;False;;;;;False
54363346000183;RELOJOARIA CATEDRAL;4783101;Comércio varejista de artigos de joalheria;Joalheria e relojoaria;Alta;CENTRO;CENTRO;True;1966-08-15;04;INAPTA;False;;;;;False
54372206000171;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;CENTRO;CENTRO;True;1966-08-29;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
54374772000112;;4761001;Comércio varejista de livros;Cultura e papelaria;Alta;CENTRO;CENTRO;True;1966-08-31;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
54389150000168;;4729601;Tabacaria;Varejo alimentar;Média;CENTRO;CENTRO;True;1968-01-29;08;BAIXADA;True;1996-08-31;1996;8;Antes de 2000;False
54408174000117;ESQUINA DAS FRUTAS;4729601;Tabacaria;Varejo alimentar;Média;CENTRO;CENTRO;True;1970-04-29;08;BAIXADA;True;1988-10-04;1988;10;Antes de 2000;False
54412457000132;CASA ARCO IRIS;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;1978-08-29;08;BAIXADA;True;1991-03-31;1991;3;Antes de 2000;False
54414628000162;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;JARDIM PRIMAVERA;JARDIM PRIMAVERA;False;1971-03-30;08;BAIXADA;True;2009-06-09;2009;6;2000-2009;True
54808316000133;;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;JARDIM MORUMBI;JARDIM MORUMBI;False;1985-08-28;08;BAIXADA;True;2009-12-03;2009;12;2000-2009;True
07579515000137;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;JARDIM IPANEMA;JARDIM IPANEMA;False;2005-08-04;02;ATIVA;False;;;;;False
07596431000101;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;CENTRO;CENTRO;True;2005-09-13;08;BAIXADA;True;2015-02-09;2015;2;2010-2015;True
07624492000135;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;JARDIM ALVORADA;JARDIM ALVORADA;False;2005-07-26;02;ATIVA;False;;;;;False
07815181000153;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;ALEMAES;ALEMAES;False;2005-12-09;04;INAPTA;False;;;;;False
07944388000128;A.R.B. COMERCIO DE MAQUINAS;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;SAO DIMAS;SAO DIMAS;False;2006-03-29;08;BAIXADA;True;2012-09-26;2012;9;2010-2015;True
07958170000122;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;SANTA ROSA;SANTA ROSA;False;2006-04-19;08;BAIXADA;True;2011-07-01;2011;7;2010-2015;True
00751598000231;;4744005;Comércio varejista de materiais de construção não especificados anteriormente;Casa e construção;Média;DOIS CORREGOS;DOIS CORREGOS;False;2000-04-19;02;ATIVA;False;;;;;False
01548089000279;HOT POINT;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;VILA AREAO;VILA AREAO;False;1997-10-22;08;BAIXADA;True;2010-06-29;2010;6;2010-2015;True
43440643001645;;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;CENTRO;CENTRO;True;1977-05-16;08;BAIXADA;True;1997-10-27;1997;10;Antes de 2000;False
45674280000232;LOJA DE CALCADOS EDUARDO;4782201;Comércio varejista de calçados;Moda;Alta;CENTRO;CENTRO;True;1976-07-15;08;BAIXADA;True;2010-11-01;2010;11;2010-2015;True
54375647000631;DROGAL PIRACICABA;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;Farmacêutico;Média;CENTRO;CENTRO;True;1985-08-15;08;BAIXADA;True;2000-11-09;2000;11;2000-2009;True
54403480000241;;4744099;Comércio varejista de materiais de construção em geral;Casa e construção;Média;PAULISTA;PAULISTA;False;1996-07-04;08;BAIXADA;True;2010-05-24;2010;5;2010-2015;True
55858567000276;GENTECHIC VESTUARIOS.;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;1987-05-15;08;BAIXADA;True;1999-10-05;1999;10;Antes de 2000;False
58446444000216;CORPINO MODAS;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;1988-04-12;08;BAIXADA;True;1990-03-19;1990;3;Antes de 2000;False
61585865019685;;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;Farmacêutico;Média;CENTRO;CENTRO;True;1999-05-07;08;BAIXADA;True;2004-08-24;2004;8;2000-2009;True
84453844008758;VIVARA;4783101;Comércio varejista de artigos de joalheria;Joalheria e relojoaria;Alta;VILA AREAO;VILA AREAO;False;2006-04-28;02;ATIVA;False;;;;;False
07421350000170;;4789004;Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;Outros varejos;Média;JARDIM GLORIA;JARDIM GLORIA;False;2005-05-20;04;INAPTA;False;;;;;False
02736681000186;CAFETERIA BRASIL;4721104;Comércio varejista de doces, balas, bombons e semelhantes;Varejo alimentar;Baixa/Não direta;TAQUARAL;TAQUARAL;False;1998-09-09;08;BAIXADA;True;2012-09-03;2012;9;2010-2015;True
04121860000134;VITA MIA;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;ALEMAES;ALEMAES;False;2000-11-01;04;INAPTA;False;;;;;False
04099247000168;COMERCIAL POR DO SOL;4744005;Comércio varejista de materiais de construção não especificados anteriormente;Casa e construção;Média;JARDIM SAO FRANCISCO;JARDIM SAO FRANCISCO;False;2000-10-05;02;ATIVA;False;;;;;False
01684112000171;;4761003;Comércio varejista de artigos de papelaria;Cultura e papelaria;Alta;VILA REZENDE;VILA REZENDE;False;1996-12-30;08;BAIXADA;True;2011-03-29;2011;3;2010-2015;True
01859472000167;;4723700;Comércio varejista de bebidas;Varejo alimentar;Média;VL REZENDE;VL REZENDE;False;1997-05-21;04;INAPTA;False;;;;;False
96583497000197;BIG PAES;4721102;Padaria e confeitaria com predominância de revenda;Varejo alimentar;Baixa/Não direta;ALTO;ALTO;False;1993-04-22;04;INAPTA;False;;;;;False
96615810000121;;4753900;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;Eletroeletrônicos;Alta;PAULISTA;PAULISTA;False;1993-04-30;08;BAIXADA;True;2011-02-08;2011;2;2010-2015;True
00350540000103;INVEST BRINDES;4774100;Comércio varejista de artigos de óptica;Óptica;Média;MORUMBI¨;MORUMBI ;False;1994-12-12;04;INAPTA;False;;;;;False
05557099000140;CASA DE CARNES NOVA ESPERANCA;4722901;Comércio varejista de carnes - açougues;Varejo alimentar;Baixa/Não direta;CENTRO;CENTRO;True;2003-03-13;04;INAPTA;False;;;;;False
05628545000160;TOP FASHION;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;2003-04-23;04;INAPTA;False;;;;;False
00651255000114;;4741500;Comércio varejista de tintas e materiais para pintura;Casa e construção;Média;ALTO;ALTO;False;1995-06-14;02;ATIVA;False;;;;;False
04351028000124;BASICOS EM TRICO;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CENTRO;CENTRO;True;2001-03-13;08;BAIXADA;True;2017-11-27;2017;11;2016-2019;True
06117325000135;;4789099;Comércio varejista de outros produtos não especificados anteriormente;Outros varejos;Média;CENTRO;CENTRO;True;2004-02-05;08;BAIXADA;True;2008-11-14;2008;11;2000-2009;True
06141575000100;;4751201;Comércio varejista especializado de equipamentos e suprimentos de informática;Tecnologia;Alta;ALEMAES;ALEMAES;False;2004-03-09;08;BAIXADA;True;2005-01-19;2005;1;2000-2009;True
01111172000103;R&K CONGELADOS;4721103;Comércio varejista de laticínios e frios;Varejo alimentar;Baixa/Não direta;JD ITAMARATY;JD ITAMARATY;False;1996-03-13;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
55634877000126;VAREJAO DA VILA FATIMA;4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Varejo alimentar;Média;VL FATIMA;VL FATIMA;False;1986-04-17;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
06226798000170;;4752100;Comércio varejista especializado de equipamentos de telefonia e comunicação;Tecnologia;Alta;ALEMAES;ALEMAES;False;2004-03-15;02;ATIVA;False;;;;;False
38994679000154;;4774100;Comércio varejista de artigos de óptica;Óptica;Média;CENTRO;CENTRO;True;1990-06-29;08;BAIXADA;True;2008-12-31;2008;12;2000-2009;True
03297278000160;JULY PRESENTES;4713002;Lojas de variedades, exceto lojas de departamentos ou magazines;Varejo não especializado;Alta;VILA MONTEIRO;VILA MONTEIRO;False;1999-07-22;08;BAIXADA;True;2007-02-27;2007;2;2000-2009;True
62526801000142;;4729699;Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;Varejo alimentar;Média;CENTRO;CENTRO;True;1990-03-16;02;ATIVA;False;;;;;False
46635652000101;;4781400;Comércio varejista de artigos do vestuário e acessórios;Moda;Alta;CIDADE JARDIM;CIDADE JARDIM;False;1975-06-24;08;BAIXADA;True;2014-02-19;2014;2;2010-2015;True
50063114000159;DROGARIA FERRAZ;4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;Farmacêutico;Média;JARAGUA;JARAGUA;False;1987-10-23;08;BAIXADA;True;1993-11-30;1993;11;Antes de 2000;False
